feature,priv_mean_abs_shap,unpriv_mean_abs_shap,difference
fnlwgt_106517_,,0.0,
fnlwgt_106538_,,0.0,
fnlwgt_106541_,,0.0,
fnlwgt_106544_,,0.0,
fnlwgt_106546_,,0.0,
fnlwgt_106548_,,0.0,
fnlwgt_106551_,,0.0,
fnlwgt_106554_,,0.0,
fnlwgt_106566_,,0.0,
fnlwgt_106595_,,0.0,
fnlwgt_106627_,,0.0,
fnlwgt_106648_,,0.0,
fnlwgt_106670_,,0.0,
fnlwgt_106679_,,0.0,
fnlwgt_106682_,,0.0,
fnlwgt_106698_,,0.0,
fnlwgt_106700_,,0.0,
fnlwgt_106705_,,0.0,
fnlwgt_106707_,,0.0,
fnlwgt_106721_,,0.0,
fnlwgt_106723_,,0.0,
fnlwgt_106728_,,0.0,
fnlwgt_106733_,,0.0,
fnlwgt_106740_,,0.0,
fnlwgt_106742_,,0.0,
fnlwgt_106748_,,0.0,
fnlwgt_106753_,,0.0,
fnlwgt_106758_,,0.0,
fnlwgt_106760_,,0.0,
fnlwgt_106761_,,0.0,
fnlwgt_106765_,,0.0,
fnlwgt_106780_,,0.0,
fnlwgt_106812_,,0.0,
fnlwgt_106819_,,0.0,
fnlwgt_106838_,,0.0,
fnlwgt_106843_,,0.0,
fnlwgt_106850_,,0.0,
fnlwgt_106889_,,0.0,
fnlwgt_106890_,,0.0,
fnlwgt_106900_,,0.0,
fnlwgt_106910_,,0.0,
fnlwgt_106935_,,0.0,
fnlwgt_106938_,,0.0,
fnlwgt_106942_,,0.0,
fnlwgt_106951_,,0.0,
fnlwgt_106957_,,0.0,
fnlwgt_106961_,,0.0,
fnlwgt_106964_,,0.0,
fnlwgt_106967_,,0.0,
fnlwgt_106972_,,0.0,
fnlwgt_106976_,,0.0,
fnlwgt_106982_,,8.496429551470393e-05,
fnlwgt_107096_,,0.0,
fnlwgt_107108_,,0.0,
fnlwgt_107112_,,0.0,
fnlwgt_107123_,,0.0,
fnlwgt_107125_,,0.0004333985002904444,
fnlwgt_107138_,,0.0,
fnlwgt_107160_,,0.0,
fnlwgt_107164_,,0.0,
fnlwgt_107165_,,0.0,
fnlwgt_107190_,,0.0,
fnlwgt_107196_,,0.0,
fnlwgt_107218_,,0.0,
fnlwgt_107231_,,0.0,
fnlwgt_107233_,,0.0,
